City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
398,Hamilton,US,76.86,few clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
399,Skjervoy,NO,57.2,light rain,70.0311,20.9714,Skjervøy fiskecamp AS
400,Nitra,SK,59.14,clear sky,48.3076,18.0845,Alexander's
401,Klyuchevskiy,RU,63.77,light rain,53.5317,119.4519,
402,Karratha,AU,69.94,clear sky,-20.7377,116.8463,ibis Styles Karratha
403,Sept-Iles,CA,60.06,clear sky,50.2001,-66.3821,Comfort Inn
404,Ullapool,GB,57.34,scattered clouds,57.8987,-5.1604,Argyll Hotel
405,Rexburg,US,87.78,clear sky,43.826,-111.7897,AmericInn by Wyndham Rexburg BYUI
406,La Grande,US,86.0,broken clouds,45.3246,-118.0877,Travelodge by Wyndham La Grande
407,Sorland,NO,53.46,scattered clouds,67.667,12.6934,Sjybrygga fiskecamp
408,Gizo,SB,82.83,light rain,-8.103,156.8419,Imagination Island
409,Havre-Saint-Pierre,CA,58.3,clear sky,50.2334,-63.5986,Auberge Niapiskau
410,Istok,XK,59.4,broken clouds,42.7808,20.4875,Hotel TROFTA
411,Tabuk,PH,83.7,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
412,Alice Springs,AU,58.55,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
413,Acapulco,MX,82.22,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
414,Boguchany,RU,62.2,scattered clouds,58.3814,97.4531,Uyut
415,Mahajanga,MG,66.22,few clouds,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
416,Northam,GB,65.39,clear sky,51.0333,-4.2167,Durrant House Hotel
417,San Pedro De Ycuamandiyu,PY,54.82,overcast clouds,-24.0917,-57.0764,Hotel Refugio
418,Nirgua,VE,64.6,overcast clouds,10.1553,-68.5663,"Complejo Agroturistico Lomas de Nirgua, c.a."
420,Junagarh,IN,78.19,overcast clouds,19.8667,82.9333,Hotel Swagat
421,Yar-Sale,RU,54.63,scattered clouds,66.8333,70.8333,Yalemd
422,Sarangani,PH,82.56,clear sky,5.4033,125.4636,JVL Inn and Cafeteria
424,Flinders,AU,62.06,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
425,Antofagasta,CL,56.48,few clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
426,Alugan,PH,82.33,few clouds,12.2188,125.4808,JM Lodge
427,Tari,NG,78.53,scattered clouds,12.4086,4.4914,
428,Puerto Del Rosario,ES,73.15,overcast clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
429,Cayenne,GF,82.09,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
430,Narsaq,GL,46.62,overcast clouds,60.9167,-46.05,Sleep In Narsaq
431,Adeje,ES,70.32,scattered clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
432,Evanston,US,79.97,clear sky,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
433,Tambovka,RU,60.3,overcast clouds,50.0969,128.0489,Lyzhnaya Gorka
434,Leninskoye,KZ,71.89,clear sky,41.7589,69.3864,Қалдыбайдың үйі 🏘️
435,Port Blair,IN,82.44,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
437,Pangkalanbuun,ID,84.18,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
438,Biak,ID,80.96,broken clouds,-0.9131,122.8766,Penginapan Kim
439,Carroll,US,74.71,clear sky,39.5501,-77.0164,Best Western Westminster Hotel
440,Leon,MX,71.65,broken clouds,21.1167,-101.6667,Enterprise Inn Poliforum
441,Broome,US,68.7,clear sky,42.2506,-75.833,Chenango Valley State Park
442,Kaset Sombun,TH,81.59,overcast clouds,16.2805,101.9542,โรงแรมบุญเทวา
443,Lasa,IT,63.48,scattered clouds,46.6166,10.7002,Pension Feldgärtenhof
444,Seguela,CI,69.93,broken clouds,7.9611,-6.6731,Hotel le Carrefour
445,Masumbwe,TZ,66.31,scattered clouds,-3.6333,32.1833,Ngabanya Logde & Filling Station
446,Marsaxlokk,MT,79.41,few clouds,35.8419,14.5431,Water's Edge
447,Buala,SB,84.78,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
448,Dingle,PH,84.24,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
449,Berlevag,NO,57.2,overcast clouds,70.8578,29.0864,Kvitbrakka
450,Surt,LY,79.34,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
451,Riviere-Au-Renard,CA,57.97,few clouds,48.9957,-64.3971,Auberge Le Caribou
452,Qinhuangdao,CN,80.51,clear sky,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
453,Krasnogorskiy,RU,64.71,clear sky,54.6025,61.231,
454,Stromness,GB,58.96,overcast clouds,58.965,-3.296,The Old Smokery
455,Puerto El Triunfo,SV,77.11,light rain,13.2833,-88.55,Hotel Jardin
457,Atlantic City,US,77.18,clear sky,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
458,Wattegama,LK,78.55,overcast clouds,6.7989,81.4808,
459,Gaozhou,CN,77.61,overcast clouds,21.9392,110.8461,望江楼旅业
460,Dombarovskiy,RU,67.69,clear sky,50.7587,59.5386,
461,Devils Lake,US,69.94,clear sky,48.1128,-98.8651,"Holiday Inn Express Devils Lake, an IHG Hotel"
462,Sao Filipe,CV,77.58,broken clouds,14.8961,-24.4956,Hotel Xaguate
463,Kuliyapitiya,LK,80.28,overcast clouds,7.4688,80.0401,Rest House
464,Marzuq,YE,76.23,overcast clouds,14.4,46.4667,
465,Vestmanna,FO,50.92,broken clouds,62.1564,-7.1664,Vestmanna Camping
466,Ponta Delgada,PT,73.51,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
467,Waingapu,ID,85.32,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
469,Kulhudhuffushi,MV,81.73,broken clouds,6.6221,73.07,Haajy Guest House 1
470,Sokolo,ML,79.32,overcast clouds,14.7328,-6.1219,
471,Priyutnoye,RU,74.17,scattered clouds,46.1011,43.5072,
472,Gusau,NG,75.24,overcast clouds,12.1628,6.6614,GUEST INN
473,Gorzow Wielkopolski,PL,62.4,scattered clouds,52.7368,15.2288,Hotel Gracja
475,Khrebtovaya,RU,59.29,overcast clouds,56.7032,104.2494,
476,Portland,US,78.17,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
477,Meulaboh,ID,79.3,overcast clouds,4.1363,96.1285,Kost Pria
478,Whyalla,AU,60.69,clear sky,-33.0333,137.5833,Foreshore Motor Inn
479,Porto Nacional,BR,77.0,clear sky,-10.7081,-48.4172,Vila Real Hotel
480,Ust-Kuyga,RU,61.23,overcast clouds,70.0167,135.6,
481,Sioux Lookout,CA,56.37,clear sky,50.1001,-91.917,Knobby's Fly-In Camps
482,Sturgeon Bay,US,71.96,scattered clouds,44.8342,-87.377,AmericInn by Wyndham Sturgeon Bay
483,Nouakchott,MR,78.64,broken clouds,18.0858,-15.9785,HOTEL IMAN
484,Gushikawa,JP,89.6,haze,26.3544,127.8686,Kirari Guest House
485,Yumen,CN,82.17,broken clouds,40.2833,97.2,
486,Ocos,GT,78.98,overcast clouds,14.5094,-92.1933,Auto Hotel El Soñador
488,Pentecoste,BR,70.48,overcast clouds,-3.7928,-39.2703,Motel Big love
490,Brainerd,US,75.22,clear sky,46.358,-94.2008,"Holiday Inn Express & Suites Brainerd-Baxter, an IHG Hotel"
491,Plettenberg Bay,ZA,55.74,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
492,Edea,CM,73.22,light rain,3.8,10.1333,Micotel Hotel
493,Amalapuram,IN,80.44,overcast clouds,16.5833,82.0167,swayamprabha service apartments
494,Raudeberg,NO,56.07,light rain,61.9875,5.1352,Nordre Silda.
495,Bukachacha,RU,65.1,overcast clouds,52.9833,116.9167,
496,Mandera,KE,75.74,overcast clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
497,Wahiawa,US,88.12,few clouds,21.5028,-158.0236,The Inn At Schofield
498,Aksarka,RU,53.51,overcast clouds,66.5606,67.7975,
499,Dali,CN,73.44,few clouds,25.7,100.1833,Dali Travelling With Hostel
501,Grootfontein,,49.57,clear sky,-19.5667,18.1167,Meteor Travel Inn
502,Morondava,MG,65.1,clear sky,-20.2833,44.2833,La Case Bambou
503,Kinsale,IE,63.77,few clouds,51.7075,-8.5306,Actons Hotel Kinsale
504,Boa Vista,BR,82.38,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
505,Mackenzie,CA,81.16,clear sky,55.2999,-123.1698,Hilton Shop
506,Nauta,PE,70.7,broken clouds,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
507,Hamina,FI,60.08,broken clouds,60.5697,27.1979,SpaHotel Hamina
508,Monte Patria,CL,60.78,overcast clouds,-30.6919,-70.9467,Hotel Monte Cordillera
509,Carmen,MX,76.95,overcast clouds,18.6333,-91.8333,Hotel Lossandes
510,Port Augusta,AU,62.51,clear sky,-32.5,137.7667,Majestic Oasis Apartments
511,Isiro,CD,67.05,overcast clouds,2.7739,27.616,Guest House Hewa Bora
512,Trapani,IT,73.27,few clouds,37.8333,12.6667,
513,Pafos,CY,78.58,broken clouds,34.7667,32.4167,Elysium Hotel
514,Chanika,TZ,63.73,overcast clouds,-5.4167,38.0167,New Rombo Green Hotel
515,Tual,ID,79.92,scattered clouds,-5.6667,132.75,Grand Vilia Hotel
516,Kupang,ID,86.58,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
517,Tanout,NE,87.28,overcast clouds,14.9709,8.8879,
518,Hualmay,PE,62.15,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
519,Stokmarknes,NO,55.38,overcast clouds,68.5646,14.9108,Vesterålen Kysthotell
520,Porto Santo,PT,70.18,scattered clouds,33.072,-16.3415,Hotel Porto Santo & Spa
521,Balakhta,RU,66.69,clear sky,55.38,91.6,Bereg
522,Balabac,PH,85.06,broken clouds,7.9868,117.0645,Batalla’s Lodging House
523,Progreso,MX,74.1,overcast clouds,21.2833,-89.6667,Playa Linda Hotel
524,Oulu,FI,61.21,clear sky,65.0124,25.4682,Hotel Lasaretti
525,Vostok,RU,67.87,scattered clouds,46.4856,135.8833,
526,Gold Coast,AU,71.91,overcast clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
527,Shetpe,KZ,80.1,clear sky,44.1667,52.1167,Rtsm Shetpe Analog
528,Maningrida,AU,84.29,clear sky,-12.0667,134.2667,Dhukurrdji Lodge
529,Ugoofaaru,MV,81.91,broken clouds,5.6667,73.0,Ungoofaaru Inn
530,Ginir,ET,55.78,overcast clouds,7.1333,40.7,Sura Dare Village
533,Mandalgovi,MN,70.79,clear sky,45.7625,106.2708,В.Ганбат
535,Salalah,OM,77.09,overcast clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
536,Warrington,GB,65.95,clear sky,53.3925,-2.5802,Villaggio Hotel
537,Tigil,RU,61.02,overcast clouds,57.8,158.6667,Tigil'
538,Havoysund,NO,53.83,light rain,70.9963,24.6622,Arctic View Glamping & Restaurant
540,Sao Felix Do Xingu,BR,76.5,broken clouds,-6.6447,-51.995,Rio Xingu Camping
541,Vilhena,BR,59.56,clear sky,-12.7406,-60.1458,Hotel Mirage
542,Svetlaya,RU,74.39,broken clouds,46.5389,138.3297,
543,Opuwo,,62.26,clear sky,-18.0607,13.84,ABBA Guesthouse
544,Prigorodka,RU,64.4,overcast clouds,52.0447,39.7124,Bazilik Usman'
545,Garbolovo,RU,58.17,overcast clouds,60.3413,30.4955,emerald hills
546,Erzurum,TR,60.48,clear sky,40.0,41.5,Saksi Koyu Muhtarligi
547,Lahaina,US,89.6,broken clouds,20.8783,-156.6825,Lahaina Shores Beach Resort
548,Viedma,AR,53.65,overcast clouds,-40.8135,-62.9967,Hotel Cristal
549,Harer,ET,57.24,overcast clouds,9.3094,42.1258,Amir Cultural Harari Guesthouse
551,Ahipara,NZ,57.42,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
552,Bubaque,GW,80.76,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
553,Road Town,VG,84.29,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
554,Hyeres,FR,77.68,clear sky,43.1167,6.1167,ibis budget Hyères Centre-Ville
555,Hirara,JP,87.66,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
556,Lavumisa,SZ,60.01,clear sky,-27.31,31.892,ROADSIDE B&B
558,Vila Franca Do Campo,PT,73.2,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
559,Champerico,GT,80.08,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
560,Palora,EC,63.97,moderate rain,-1.7,-77.9333,Rancho grande
561,Ivanivka,UA,74.75,broken clouds,46.7208,34.553,Спорт Лото
562,Bongor,TD,72.46,overcast clouds,10.2806,15.3722,Oryx Palace
564,Shahr-E Babak,IR,76.87,scattered clouds,30.1165,55.1186,سلاطین مس و نقره
565,Porto Belo,BR,60.26,scattered clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
566,Leshukonskoye,RU,53.53,scattered clouds,64.8989,45.7622,Pryalitsa Hostel
567,Elizabeth City,US,80.62,light rain,36.2946,-76.2511,Hampton Inn Elizabeth City
569,Novyye Burasy,RU,66.69,broken clouds,52.1324,46.0714,
570,Andalan,PH,83.28,broken clouds,5.9594,121.3903,
571,Bumbuna,SL,72.57,moderate rain,9.05,-11.7333,
572,Stornoway,GB,57.16,overcast clouds,58.2093,-6.3865,Caladh Inn
573,Irbeyskoye,RU,66.31,clear sky,55.6428,95.4522,"Gostinitsa ""Agul"""
574,Chincha Alta,PE,59.59,few clouds,-13.4099,-76.1323,Casa Andina Standard Chincha
575,Novo Aripuana,BR,76.39,broken clouds,-5.1206,-60.3797,Hotel Ezequiel
576,Shar,KZ,73.06,broken clouds,49.5886,81.0453,
577,Gusinoye Ozero,RU,68.63,clear sky,51.1144,106.2614,Gusi-Lebedi Baza Otdykha
578,Saint-Pierre,RE,65.91,scattered clouds,-21.3393,55.4781,Alize Plage
579,Wadi Maliz,TN,71.26,clear sky,36.4681,8.5495,Heremony
580,Arys,KZ,71.35,clear sky,42.4252,68.795,Gostinitsa
581,Qurayyat,SA,73.58,clear sky,31.3318,37.3428,Resorts Kandel
582,Honiara,SB,84.83,scattered clouds,-9.4333,159.95,Heritage Park Hotel
583,The Pas,CA,58.15,clear sky,53.8251,-101.2541,Wescana Inn
584,Touros,BR,72.99,few clouds,-5.1989,-35.4608,INN NEW HORIZON
585,Talas,TR,61.47,clear sky,38.6908,35.5538,Fimaj Residence
586,Babu,CN,84.04,overcast clouds,24.4167,111.5167,IU Hotel Hezhou Bus Terminal
587,Zhangjiakou,CN,77.68,clear sky,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
588,Rurrenabaque,BO,61.25,clear sky,-14.4413,-67.5278,Casa de Campo
589,Palana,RU,51.8,light rain,59.1167,159.9667,Chikago
590,Oktyabrskiy,RU,65.19,overcast clouds,54.4815,53.471,Гостиница Октябрьская
591,Chardara,KZ,71.87,clear sky,41.2547,67.9692,Жанаргул
592,Risod,IN,72.82,overcast clouds,19.9667,76.7833,Nikhil vitthal Parbat
593,Nexo,DK,55.49,clear sky,55.0607,15.1306,Strandhotel Balka Søbad
594,Marchena,ES,70.56,clear sky,37.329,-5.4168,GMhotel
595,Kaputa,ZM,66.29,clear sky,-8.4689,29.6619,Chelelwa Charlets
596,Savonlinna,FI,60.85,clear sky,61.8699,28.88,Spahotel Casino
597,Centralia,US,69.82,overcast clouds,46.7162,-122.9543,Peppermill Inn
599,Puerto Madryn,AR,51.4,scattered clouds,-42.7692,-65.0385,Hotel Tolosa
600,Saint-Francois,FR,58.44,clear sky,46.4154,3.9054,Manoir Du Bonheur
601,Bardiyah,LY,76.57,clear sky,31.7561,25.0865,بورتو بردية
602,Bulgan,MN,63.23,overcast clouds,48.8125,103.5347,Unitel Булган салбар
603,Ambulu,ID,82.24,scattered clouds,-8.345,113.6058,Hotel Ambulu Jember
604,Hohhot,CN,73.69,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
605,Virpur,IN,77.92,overcast clouds,23.1833,73.4833,"Khodiyar temple, Gadheli"
606,Kenora,CA,62.78,clear sky,49.8167,-94.4337,Maynard Lake Lodge
607,Cerrito,CO,54.64,overcast clouds,6.8432,-72.694,Yariseth juliana
608,Ondjiva,AO,56.64,clear sky,-17.0667,15.7333,COMBUESA
609,Iguape,BR,60.03,overcast clouds,-24.7081,-47.5553,Hotel Pousada Nossa Senhora do Carmo
610,Laela,TZ,54.05,clear sky,-8.5667,32.05,Samazi laela
611,Lichinga,MZ,62.69,broken clouds,-13.3128,35.2406,Residencial Bendiak
612,Port Shepstone,ZA,64.09,broken clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
613,Esmeraldas,BR,63.64,overcast clouds,-19.7625,-44.3139,Forasteiro Pousada
614,Kutoarjo,ID,82.09,broken clouds,-7.7169,109.9128,Massagus Hotel
615,Flic En Flac,MU,67.51,scattered clouds,-20.2742,57.3631,Hilton Mauritius Resort & Spa
616,Bone,DE,64.29,clear sky,51.9669,12.1396,Sporthotel Wallwitz
617,Jishu,CN,68.09,overcast clouds,44.3167,126.8,Comfort Business Leisure Club
618,Kirksville,US,76.82,clear sky,40.1948,-92.5833,Budget Host-Village Inn
619,Faya,SA,66.31,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
620,Port-Cartier,CA,59.76,clear sky,50.0334,-66.8654,Le Q'Artier
622,Nome,US,52.16,overcast clouds,64.5011,-165.4064,Dredge 7 Inn
623,Genhe,CN,58.28,overcast clouds,50.7833,121.5167,Companionship Hotel
624,Krasnoselkup,RU,53.96,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
625,Odweyne,SO,70.18,broken clouds,9.4092,45.064,Eng Hiirey House
626,Hilton Head Island,US,84.25,clear sky,32.2163,-80.7526,Disney’s Hilton Head Island Resort
627,Talakan,RU,59.05,overcast clouds,50.3167,130.3667,
629,Okhotsk,RU,59.14,overcast clouds,59.3833,143.3,
630,Severo-Yeniseyskiy,RU,57.6,scattered clouds,60.3725,93.0408,Aktolik
631,Saint-Joseph,RE,62.98,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
632,Padang,ID,77.05,overcast clouds,-0.9492,100.3543,Mercure Padang
633,Jennings,US,76.89,clear sky,38.7192,-90.2604,First Western Inn
634,Buta,CD,71.46,overcast clouds,2.7858,24.73,Hôtel BOPANDO
635,Tomohon,ID,79.74,few clouds,1.3346,124.8392,Gardenia Country Inn
636,Artigas,UY,45.52,scattered clouds,-30.4,-56.4667,Hotel Casino San Eugenio del Cuareim
637,Tazovskiy,RU,47.61,overcast clouds,67.4667,78.7,TazHostel
638,Darnah,LY,79.32,clear sky,32.767,22.6367,فندق الفردوس
639,Bembereke,BJ,70.43,broken clouds,10.2283,2.6634,Hotel Bio Guera
640,Machali,CL,50.92,clear sky,-34.1833,-70.6667,Mining House
641,Coquimbo,CL,51.53,clear sky,-29.9533,-71.3436,Hotel San Juan
642,Ekibastuz,KZ,63.46,overcast clouds,51.6667,75.3667,
643,Santa Cruz,BO,53.06,clear sky,-17.8,-63.1667,Aviador Hotel Boutique
644,Koulamoutou,GA,70.81,few clouds,-1.1303,12.4736,Motel Bouenguidi
645,Joura,IN,82.17,overcast clouds,26.3411,77.8115,Shubh medical store joura
646,Mahibadhoo,MV,81.25,heavy intensity rain,3.7833,72.9667,Omadhoo Inn
647,Grand-Lahou,CI,74.39,overcast clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
648,Prince Albert,CA,67.73,overcast clouds,53.2001,-105.7677,"Holiday Inn Express & Suites Prince Albert, an IHG Hotel"
649,Eenhana,,55.65,clear sky,-17.4667,16.3333,Hotel Litu
650,Masuda,JP,88.07,broken clouds,34.6667,131.85,Masuda Green Hotel Morris
651,Haines Junction,CA,48.34,overcast clouds,60.7522,-137.5108,Parkside Inn
652,Talikota,IN,73.67,overcast clouds,16.4833,76.3167,Ma Maharaja garden hotel
653,Weinan,CN,87.48,few clouds,34.5036,109.5089,Thank Inn Chain Hotel shanxi weinan linwei district jiefang road
654,Palafrugell,ES,77.36,scattered clouds,41.9174,3.1631,Hotel La Torre
655,Pangoa,PE,63.7,broken clouds,-12.1167,-73.0,
656,Oyem,GA,66.9,broken clouds,1.5995,11.5793,Commissariat de police
657,Birin,NP,68.27,few clouds,26.8865,88.0718,Sangam Hotel and Lodge🍴
658,Praya,CV,79.34,few clouds,14.9215,-23.5087,LT Aparthotel
659,Cozumel,MX,73.47,overcast clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
660,Tura,IN,79.97,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
661,Fez,MA,73.65,clear sky,34.0372,-4.9998,Hotel Mounia Fès
663,The Valley,AI,82.81,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
664,Mount Isa,AU,74.97,few clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
665,Ayr,GB,55.31,clear sky,55.4627,-4.6339,Mercure Ayr Hotel
666,Alto Araguaia,BR,53.31,overcast clouds,-17.3147,-53.2153,Araguaia Palace Hotel
667,Ingham,US,74.82,clear sky,42.6,-84.3833,Sunset Mobile Home Park
668,Koygorodok,RU,52.14,overcast clouds,60.445,50.9968,
670,Petrinja,HR,65.12,few clouds,45.4375,16.29,Gostionica Mis
671,Kotka,FI,60.06,overcast clouds,60.4664,26.9458,Hotelli Merikotka
672,Kuah,MY,82.38,few clouds,6.3265,99.8432,Azio Hotel
673,Rio Claro,BR,54.3,overcast clouds,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
674,Lalganj,IN,82.35,scattered clouds,25.8667,85.1833,Ratikul Mallick
675,Hope,US,77.07,scattered clouds,33.6671,-93.5916,Best Western Hope
676,Vung Tau,VN,80.4,overcast clouds,10.346,107.0843,Seaside Resort
677,Trelew,AR,49.05,broken clouds,-43.249,-65.3051,Hotel Touring Club
678,Ardahan,TR,51.28,clear sky,41.1087,42.7022,Kafkas Ari Hotel
679,Kutum,SD,71.11,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
680,Kasempa,ZM,54.86,clear sky,-13.4584,25.8338,Lolelunga Forest Reserve
681,Elk Point,US,87.64,few clouds,42.6833,-96.6836,Hometowne Inn
682,San Quintin,MX,74.12,overcast clouds,30.4833,-115.95,Don Eddie's / Hotel - Restaurant
683,Chitrakonda,IN,75.09,overcast clouds,18.1167,82.0833,Dantunaguda
684,Savannakhet,LA,80.62,mist,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์ (Riverfront Hotel)
686,Ixtapa,MX,82.22,overcast clouds,20.7,-105.2,hotel la terminal
687,Banjar,ID,85.59,overcast clouds,-8.19,114.9675,The Hamsa Resort
688,Grand Gaube,MU,67.37,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
689,Huanren,CN,79.77,clear sky,41.2647,125.3667,Dynasty Wunvshan Ice Chateau
690,Belfast,GB,57.02,clear sky,54.5833,-5.9333,Wellington Park Hotel
691,Urbano Santos,BR,73.0,scattered clouds,-3.2078,-43.4036,Pousada Santa Dulce
692,Iquitos,PE,75.24,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
693,Vozhega,RU,49.24,overcast clouds,60.4725,40.2213,гостиница Перекресток
