City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Cabra,ES,2022-08-10 21:56:42,37.4725,-4.4421,79.66,64,0,1.01
296,Grenaa,DK,2022-08-10 21:56:43,56.4158,10.8783,62.82,78,8,6.6
297,Bathsheba,BB,2022-08-10 21:56:43,13.2167,-59.5167,81.21,89,40,5.75
298,Soroti,UG,2022-08-10 21:56:44,1.7146,33.6111,68.56,76,97,5.86
299,Quelimane,MZ,2022-08-10 21:56:44,-17.8786,36.8883,71.55,88,20,5.75
300,Abejorral,CO,2022-08-10 21:56:44,5.7893,-75.4273,70.75,87,88,3.83
301,Kudahuvadhoo,MV,2022-08-10 21:56:45,2.6708,72.8944,80.47,80,78,5.53
302,Palana,RU,2022-08-10 21:56:45,59.1167,159.9667,50.59,95,100,4.05
303,Leningradskiy,RU,2022-08-10 21:56:46,69.3833,178.4167,45.79,85,73,2.37
304,Luzhou,CN,2022-08-10 21:56:46,28.8724,105.4405,80.15,71,84,3.0
305,Gagatli,RU,2022-08-10 21:56:46,42.8013,46.2916,55.02,78,0,4.25
306,Sangmelima,CM,2022-08-10 21:56:47,2.9333,11.9833,67.98,98,92,4.59
307,Waingapu,ID,2022-08-10 21:56:47,-9.6567,120.2641,74.68,84,34,5.53
308,Luwuk,ID,2022-08-10 21:56:48,-0.9516,122.7875,76.24,91,100,5.32
309,Maningrida,AU,2022-08-10 21:56:48,-12.0667,134.2667,68.99,93,35,7.11
310,Tiarei,PF,2022-08-10 21:56:49,-17.5333,-149.3333,80.62,73,73,11.68
311,Abu Road,IN,2022-08-10 21:56:49,24.4833,72.7833,81.0,80,100,4.79
312,Evensk,RU,2022-08-10 21:56:49,61.95,159.2333,53.51,94,100,5.17
313,Champerico,GT,2022-08-10 21:56:50,14.3,-91.9167,91.94,70,88,6.33
314,Lukovetskiy,RU,2022-08-10 21:56:50,64.2956,41.9211,53.13,81,60,4.92
315,Nanton,CA,2022-08-10 21:56:51,50.3501,-113.7687,84.81,29,100,1.97
316,Conde,BR,2022-08-10 21:54:47,-7.2597,-34.9075,76.46,83,0,9.22
317,Puerto Quijarro,BO,2022-08-10 21:56:51,-17.7833,-57.7667,61.54,42,0,3.96
318,Kingaroy,AU,2022-08-10 21:56:52,-26.5333,151.8333,51.15,78,34,6.26
319,General Roca,AR,2022-08-10 21:56:52,-39.0333,-67.5833,53.74,48,97,8.23
320,Santo Antonio Do Ica,BR,2022-08-10 21:56:53,-3.1022,-67.9397,78.44,83,97,5.57
321,New Glasgow,CA,2022-08-10 21:54:46,45.5834,-62.6486,69.78,80,99,6.64
322,San Cristobal,VE,2022-08-10 21:56:53,7.7669,-72.225,80.78,92,100,5.12
323,Vila Franca Do Campo,PT,2022-08-10 21:56:53,37.7167,-25.4333,73.2,72,53,6.22
324,Tigil,RU,2022-08-10 21:56:54,57.8,158.6667,58.44,88,100,4.54
325,Oranjestad,AW,2022-08-10 21:55:37,12.524,-70.027,84.15,65,20,19.57
326,Bubaque,GW,2022-08-10 21:56:54,11.2833,-15.8333,80.46,86,99,14.05
327,Palmer,US,2022-08-10 21:56:55,42.1584,-72.3287,83.77,50,13,6.29
328,Tarauaca,BR,2022-08-10 21:56:55,-8.1614,-70.7656,79.7,61,62,4.25
329,Barcelos,PT,2022-08-10 21:56:56,41.5388,-8.6151,66.69,97,12,2.42
330,Labuhan,ID,2022-08-10 21:54:25,-6.8844,112.2051,75.85,90,58,6.71
331,Laguna,US,2022-08-10 21:56:57,38.421,-121.4238,92.43,31,0,6.91
332,Ribeira Grande,PT,2022-08-10 21:56:57,38.5167,-28.7,72.77,73,59,10.0
333,Iqaluit,CA,2022-08-10 21:56:58,63.7506,-68.5145,54.7,66,3,10.0
334,Zalantun,CN,2022-08-10 21:56:58,48.0,122.7167,59.92,71,100,4.12
335,Shakawe,BW,2022-08-10 21:56:58,-18.3667,21.85,58.66,12,0,5.32
336,San Jose,US,2022-08-10 21:52:22,37.3394,-121.895,89.85,47,0,13.8
337,Pundaguitan,PH,2022-08-10 21:56:59,6.3711,126.1689,82.13,71,42,2.66
338,Kangaatsiaq,GL,2022-08-10 21:56:59,68.3065,-53.4641,40.26,97,100,9.42
339,Belz,FR,2022-08-10 21:57:00,47.6751,-3.168,77.36,58,0,5.01
340,Bheramara,BD,2022-08-10 21:57:00,24.0232,88.9925,78.21,89,99,18.59
341,Vanimo,PG,2022-08-10 21:57:01,-2.6741,141.3028,77.14,89,100,4.83
342,Faanui,PF,2022-08-10 21:57:01,-16.4833,-151.75,77.38,70,0,4.68
343,Sohag,EG,2022-08-10 21:57:01,26.557,31.6948,88.09,26,0,15.5
344,Okha,RU,2022-08-10 21:57:02,53.5739,142.9478,60.35,80,57,8.72
345,Terenos,BR,2022-08-10 21:57:02,-20.4422,-54.8603,56.91,71,75,10.36
346,Pangnirtung,CA,2022-08-10 21:57:03,66.1451,-65.7125,47.79,74,56,2.68
347,Shangqiu,CN,2022-08-10 21:57:03,34.45,115.65,75.04,95,100,4.88
348,Vardo,NO,2022-08-10 21:57:04,70.3705,31.1107,57.18,94,20,14.97
349,Pocao De Pedras,BR,2022-08-10 21:57:04,-4.6667,-44.85,82.74,39,49,2.08
350,Bartica,GY,2022-08-10 21:57:05,6.4,-58.6167,73.72,94,97,4.29
351,San Borja,BO,2022-08-10 21:57:05,-14.8167,-66.85,69.4,60,0,2.59
352,Ambilobe,MG,2022-08-10 21:57:06,-13.2,49.05,64.29,76,1,3.76
353,Tvedestrand,NO,2022-08-10 21:57:06,58.622,8.9315,63.37,72,3,12.71
354,Atambua,ID,2022-08-10 21:57:06,-9.1061,124.8925,69.69,80,51,4.52
355,Tura,IN,2022-08-10 21:57:07,25.5198,90.2201,73.78,90,80,6.42
356,Manokwari,ID,2022-08-10 21:57:07,-0.8667,134.0833,77.94,76,88,3.8
357,Khalkhal,IR,2022-08-10 21:57:08,37.6189,48.5258,59.07,80,0,5.88
358,Namibe,AO,2022-08-10 21:57:08,-15.1961,12.1522,61.79,87,30,5.08
359,Puerto Del Rosario,ES,2022-08-10 21:57:09,28.5004,-13.8627,73.15,73,20,17.27
360,Luena,AO,2022-08-10 21:57:09,-11.7833,19.9167,57.09,25,0,4.18
361,Husavik,IS,2022-08-10 21:57:09,66.0449,-17.3389,44.85,86,96,3.31
362,Bahia Honda,CU,2022-08-10 21:57:10,22.9036,-83.1592,86.36,66,22,11.36
363,Bagdarin,RU,2022-08-10 21:57:10,54.4333,113.6,53.65,84,100,1.12
364,Manjacaze,MZ,2022-08-10 21:57:11,-24.7117,33.8828,63.25,91,0,6.91
365,Nalut,LY,2022-08-10 21:57:11,30.3333,10.85,85.12,34,5,14.81
366,Dharchula,IN,2022-08-10 21:57:11,29.85,80.5333,71.51,97,100,0.92
367,Antipovka,RU,2022-08-10 21:57:12,49.8299,45.3122,77.86,41,62,10.0
368,Inuvik,CA,2022-08-10 21:57:12,68.3499,-133.7218,57.76,41,76,9.08
369,Registro,BR,2022-08-10 21:57:13,-24.4875,-47.8436,57.87,91,98,5.68
370,High Level,CA,2022-08-10 21:57:13,58.5169,-117.136,86.97,24,9,5.12
371,Corinto,GR,2022-08-10 21:52:29,37.9407,22.9573,77.9,44,2,2.89
372,Kefamenanu,ID,2022-08-10 21:57:14,-9.4467,124.4781,67.01,94,39,3.85
373,Verkhnya Syrovatka,UA,2022-08-10 21:57:14,50.829,34.9586,65.93,92,100,13.51
374,Nova Borova,UA,2022-08-10 21:57:15,50.693,28.6345,62.69,61,94,7.49
375,Delta Del Tigre,UY,2022-08-10 21:57:15,-34.7633,-56.3853,52.9,82,0,9.22
376,Miracema Do Tocantins,BR,2022-08-10 21:57:16,-9.5618,-48.3967,86.2,23,0,1.25
377,Dayong,CN,2022-08-10 21:57:16,25.0209,118.2898,77.13,86,48,1.74
378,Ormara,PK,2022-08-10 21:57:17,25.2088,64.6357,83.98,73,100,11.97
379,Polunochnoye,RU,2022-08-10 21:57:17,60.8697,60.4153,60.08,100,100,3.11
380,Lazaro Cardenas,MX,2022-08-10 21:57:17,17.9583,-102.2,86.54,66,99,9.82
381,Aracuai,BR,2022-08-10 21:57:18,-16.8497,-42.0703,80.49,30,9,1.03
382,Eydhafushi,MV,2022-08-10 21:57:18,5.1033,73.0708,81.03,81,44,12.73
383,Fuglebjerg,DK,2022-08-10 21:57:19,55.306,11.5477,68.43,75,1,2.44
384,Xuddur,SO,2022-08-10 21:57:19,4.1213,43.8894,70.14,78,76,18.7
385,Sistranda,NO,2022-08-10 21:57:20,63.7256,8.834,57.16,93,100,40.89
386,Kassala,SD,2022-08-10 21:57:20,15.451,36.4,73.76,86,98,11.3
387,Santa Cruz Del Norte,CU,2022-08-10 21:57:20,23.1539,-81.9236,84.74,76,23,18.45
388,Belaya Gora,RU,2022-08-10 21:57:21,68.5333,146.4167,66.24,58,70,1.54
389,Jacareacanga,BR,2022-08-10 21:57:21,-6.2222,-57.7528,86.29,38,4,2.64
390,Severo-Yeniseyskiy,RU,2022-08-10 21:57:22,60.3725,93.0408,51.1,99,30,2.89
391,Flin Flon,CA,2022-08-10 21:57:22,54.7682,-101.865,70.56,37,0,5.32
392,Petropavlovsk-Kamchatskiy,RU,2022-08-10 21:57:22,53.0452,158.6483,59.59,82,75,2.24
393,Valdivia,CL,2022-08-10 21:57:23,-39.8142,-73.2459,48.29,93,50,2.37
394,Cayenne,GF,2022-08-10 21:55:27,4.9333,-52.3333,84.24,1,48,3.44
395,Kysyl-Syr,RU,2022-08-10 21:57:24,63.8986,122.7617,59.22,86,43,4.92
396,Marsh Harbour,BS,2022-08-10 21:57:24,26.5412,-77.0636,83.89,72,5,12.73
397,Sayyan,YE,2022-08-10 21:57:24,15.1718,44.3244,64.81,65,90,3.94
398,Kalmunai,LK,2022-08-10 21:57:25,7.4167,81.8167,78.04,79,96,1.28
399,Tres Palos,MX,2022-08-10 21:57:25,18.1833,-101.6167,86.32,65,95,3.62
400,Tezu,IN,2022-08-10 21:57:26,27.9167,96.1667,76.77,86,44,2.33
401,Nchelenge,ZM,2022-08-10 21:57:26,-9.3451,28.734,67.37,37,22,8.05
402,Santa Rosa,PH,2022-08-10 21:57:26,14.3122,121.1114,80.58,91,100,1.97
403,Karasjok,NO,2022-08-10 21:57:27,69.4719,25.5112,57.97,88,100,13.18
404,Guantanamo,CU,2022-08-10 21:57:27,20.1444,-75.2092,90.46,47,2,13.87
405,Mount Gambier,AU,2022-08-10 21:54:50,-37.8333,140.7667,45.86,92,100,9.66
406,Nguru,NG,2022-08-10 21:57:28,12.8791,10.4526,87.82,45,83,7.85
407,Bertoua,CM,2022-08-10 21:57:28,4.5833,13.6833,69.44,95,100,4.54
408,Kedrovyy,RU,2022-08-10 21:57:29,56.1667,91.8167,52.21,96,0,2.1
409,Muros,ES,2022-08-10 21:57:29,42.7762,-9.0603,67.08,92,45,2.75
410,Ewa Beach,US,2022-08-10 21:57:29,21.3156,-158.0072,86.99,53,15,15.99
411,Dingle,PH,2022-08-10 21:56:07,10.9995,122.6711,75.27,90,94,1.23
412,Andenes,NO,2022-08-10 21:57:30,69.3143,16.1194,55.92,94,75,18.41
413,Bowen,AU,2022-08-10 21:57:30,-20.0167,148.2333,66.2,71,17,8.39
414,Westonaria,ZA,2022-08-10 21:57:31,-26.3191,27.6486,55.08,31,0,2.57
415,Kushima,JP,2022-08-10 21:57:31,31.4583,131.2333,81.09,87,81,1.66
416,Saint-Augustin,CA,2022-08-10 21:57:32,51.226,-58.6502,64.22,57,0,10.71
417,Lixourion,GR,2022-08-10 21:57:32,38.2019,20.4314,79.09,65,18,5.37
418,Bilibino,RU,2022-08-10 21:57:32,68.0546,166.4372,66.63,71,17,4.52
419,Maracaju,BR,2022-08-10 21:57:33,-21.6144,-55.1683,55.29,68,40,8.57
420,Kalmar,SE,2022-08-10 21:57:33,56.6616,16.3616,64.96,76,7,9.22
421,Tamiahua,MX,2022-08-10 21:57:34,21.2667,-97.45,87.24,61,52,12.37
422,Pacific Grove,US,2022-08-10 21:57:34,36.6177,-121.9166,84.54,73,0,7.0
423,Arona,ES,2022-08-10 21:57:35,28.0996,-16.681,68.02,82,40,9.22
424,Aqtobe,KZ,2022-08-10 21:57:35,50.2797,57.2072,62.69,59,0,2.24
425,Point Fortin,TT,2022-08-10 21:57:12,10.1833,-61.6833,83.89,77,100,12.33
426,Pekan,MY,2022-08-10 21:57:35,3.4836,103.3996,78.91,89,78,4.34
427,Ifakara,TZ,2022-08-10 21:57:36,-8.1333,36.6833,71.64,63,89,7.7
428,Savonlinna,FI,2022-08-10 21:57:36,61.8699,28.88,64.45,63,0,10.36
429,Saint George,US,2022-08-10 21:57:37,37.1041,-113.5841,92.43,38,83,8.99
430,Portland,US,2022-08-10 21:56:22,45.5234,-122.6762,78.35,59,71,5.99
431,Ziro,IN,2022-08-10 21:57:37,27.6333,93.8333,57.79,98,40,1.52
432,Bonnyville,CA,2022-08-10 21:57:38,54.2668,-110.735,77.97,44,1,13.82
433,Biak,ID,2022-08-10 21:57:38,-0.9131,122.8766,75.27,88,100,7.11
434,Middlebury,US,2022-08-10 21:57:39,44.0153,-73.1673,77.72,58,40,0.0
435,Kuusamo,FI,2022-08-10 21:57:39,65.9667,29.1833,59.04,88,75,11.5
436,Cidreira,BR,2022-08-10 21:57:39,-30.1811,-50.2056,57.25,75,5,8.23
437,Osoyoos,CA,2022-08-10 21:57:40,49.0331,-119.4524,96.19,22,71,5.35
438,Korla,CN,2022-08-10 21:57:40,41.7597,86.1469,86.68,26,44,14.97
439,Bilma,NE,2022-08-10 21:57:41,18.6853,12.9164,99.77,14,70,19.28
440,Souillac,MU,2022-08-10 21:57:41,-20.5167,57.5167,66.58,77,40,17.27
441,Iskateley,RU,2022-08-10 21:57:41,67.6803,53.1512,54.86,70,78,8.05
442,Inta,RU,2022-08-10 21:57:42,66.0317,60.1659,49.55,70,93,7.05
443,Auki,SB,2022-08-10 21:57:42,-8.7676,160.7034,80.71,79,36,3.27
444,Ostrovnoy,RU,2022-08-10 21:57:43,68.0531,39.5131,58.87,69,100,23.53
445,Turbat,PK,2022-08-10 21:57:43,26.0023,63.044,89.91,56,100,8.32
446,Hearst,CA,2022-08-10 21:57:44,49.6835,-83.6665,61.11,78,83,12.55
447,Qaqortoq,GL,2022-08-10 21:57:44,60.7167,-46.0333,44.08,90,100,6.64
448,Zlobin,HR,2022-08-10 21:57:44,45.2924,14.6541,70.16,51,7,11.18
449,Jerome,US,2022-08-10 21:57:45,42.7241,-114.5186,80.83,46,100,24.61
450,Nome,US,2022-08-10 21:57:45,64.5011,-165.4064,49.15,94,99,7.52
451,Umarga,IN,2022-08-10 21:57:46,17.8333,76.6167,72.0,85,100,20.65
452,San Juan,AR,2022-08-10 21:56:25,-31.5375,-68.5364,62.64,19,6,3.69
453,Ustye,RU,2022-08-10 21:57:46,59.6304,39.736,51.46,81,11,3.78
454,Ciudad Bolivar,VE,2022-08-10 21:57:47,8.1222,-63.5497,86.81,62,94,3.29
455,Niquero,CU,2022-08-10 21:57:47,20.0431,-77.5828,87.78,60,9,5.41
456,Corum,TR,2022-08-10 21:57:47,40.5,34.75,63.84,67,0,2.66
457,Gravdal,NO,2022-08-10 21:57:48,68.1214,13.5031,54.66,89,100,33.4
458,Madras,IN,2022-08-10 21:57:01,13.0878,80.2785,84.96,68,40,9.22
459,Ascension,US,2022-08-10 21:57:48,30.2169,-90.9001,86.0,78,75,0.0
460,Chatham,GB,2022-08-10 21:56:43,51.3789,0.5279,70.2,70,2,4.0
461,Beloha,MG,2022-08-10 21:57:49,-25.1667,45.05,65.07,62,50,8.93
462,Marion,US,2022-08-10 21:56:45,39.7684,-86.1555,84.56,59,40,5.75
463,Manadhoo,MV,2022-08-10 21:57:49,5.7667,73.3833,81.16,83,26,14.05
464,Vilhena,BR,2022-08-10 21:57:50,-12.7406,-60.1458,77.22,41,0,11.5
465,Byron Bay,AU,2022-08-10 21:57:50,-28.65,153.6167,52.95,73,99,6.58
466,Iquitos,PE,2022-08-10 21:57:51,-3.7481,-73.2472,82.44,78,75,5.75
467,Almeirim,BR,2022-08-10 21:57:51,-1.5233,-52.5817,85.59,47,91,1.74
468,Colares,PT,2022-08-10 21:57:51,38.7992,-9.4469,70.75,77,0,8.99
469,Gobabis,NA,2022-08-10 21:57:52,-22.45,18.9667,61.52,14,0,8.19
470,Juybar,IR,2022-08-10 21:57:52,36.6412,52.9124,75.94,77,2,1.77
471,Changji,CN,2022-08-10 21:57:53,44.0167,87.3167,72.39,68,40,4.47
472,Novoagansk,RU,2022-08-10 21:57:53,61.9449,76.6625,54.81,68,93,5.61
473,Bam,IR,2022-08-10 21:57:54,29.106,58.357,86.7,19,78,11.81
474,Sola,VU,2022-08-10 21:57:54,-13.8833,167.55,75.87,94,100,8.05
475,Roshchino,RU,2022-08-10 21:57:54,60.2519,29.6085,59.0,78,99,6.22
476,Kembolcha,ET,2022-08-10 21:57:55,11.0816,39.7434,62.22,78,100,4.76
477,Lenughi,AM,2022-08-10 21:57:55,40.1256,43.9648,78.42,57,0,4.72
478,Karasburg,NA,2022-08-10 21:57:56,-28.0167,18.75,58.37,26,58,4.07
479,Astaneh-Ye Ashrafiyeh,IR,2022-08-10 21:57:56,37.2596,49.9444,71.53,74,1,2.48
480,Yazd,IR,2022-08-10 21:57:56,31.8972,54.3675,87.91,23,0,16.11
481,Yushan,CN,2022-08-10 21:57:57,31.3776,120.9543,88.99,76,86,3.89
482,Christchurch,NZ,2022-08-10 21:56:17,-43.5333,172.6333,42.91,90,75,8.05
483,Praia Da Vitoria,PT,2022-08-10 21:56:12,38.7333,-27.0667,71.85,73,75,8.93
484,Serebryansk,KZ,2022-08-10 21:57:57,49.6925,83.2892,61.29,72,29,3.83
485,Linqing,CN,2022-08-10 21:57:58,36.8456,115.7117,69.73,97,99,2.66
486,Campbell River,CA,2022-08-10 21:57:58,50.0163,-125.2446,75.6,77,46,8.14
487,Jieshi,CN,2022-08-10 21:57:59,22.8134,115.8257,79.95,87,40,6.8
488,Ereymentau,KZ,2022-08-10 21:57:59,51.6199,73.1033,58.32,82,90,5.41
489,Chumikan,RU,2022-08-10 21:58:00,54.7183,135.315,53.94,96,100,8.23
490,Nikolsk,RU,2022-08-10 21:58:00,53.7189,46.0712,61.59,96,83,6.42
491,Arlit,NE,2022-08-10 21:58:01,18.7369,7.3853,95.29,27,16,14.05
492,Majengo,TZ,2022-08-10 21:58:01,-5.15,38.9833,67.89,92,57,2.35
493,Vanderhoof,CA,2022-08-10 21:58:01,54.0166,-124.0198,87.84,26,0,2.66
494,Alphen,NL,2022-08-10 21:58:02,51.8233,5.4708,74.01,57,2,10.0
495,Barra Patuca,HN,2022-08-10 21:58:02,15.8,-84.2833,81.84,84,100,12.41
496,Abomsa,ET,2022-08-10 21:58:03,9.9833,39.9833,69.76,69,100,4.79
497,Chudovo,RU,2022-08-10 21:58:03,59.1167,31.6833,54.27,73,31,2.64
498,Olafsvik,IS,2022-08-10 21:58:03,64.8945,-23.7142,48.47,79,94,6.67
499,Caetite,BR,2022-08-10 21:58:04,-14.0694,-42.475,70.07,34,1,3.36
500,Ust-Kulom,RU,2022-08-10 21:58:04,61.6864,53.6902,51.71,96,99,8.55
501,Port Lincoln,AU,2022-08-10 21:58:05,-34.7333,135.8667,49.14,82,55,25.52
502,Swellendam,ZA,2022-08-10 21:58:05,-34.0226,20.4417,52.3,95,97,2.64
503,Peniche,PT,2022-08-10 21:58:06,39.3558,-9.3811,68.29,89,0,3.42
504,Tokur,RU,2022-08-10 21:58:06,53.1333,132.9,48.11,98,100,2.08
505,Maitum,PH,2022-08-10 21:58:07,6.0392,124.4986,76.82,85,15,4.56
506,Taua,BR,2022-08-10 21:58:07,-5.9667,-40.3,81.5,34,7,9.78
507,Yashkul,RU,2022-08-10 21:58:08,46.1711,45.3435,78.8,40,0,8.97
508,Lyngseidet,NO,2022-08-10 21:58:08,69.5763,20.2189,55.4,91,100,8.03
509,Saint-Louis,SN,2022-08-10 21:58:08,16.3333,-15.0,87.44,58,97,20.07
510,Boulder,US,2022-08-10 21:53:27,40.0833,-105.3505,90.88,22,0,8.05
511,Chyhyryn,UA,2022-08-10 21:58:09,49.0838,32.6555,67.06,78,100,15.46
512,Walajapet,IN,2022-08-10 21:58:09,12.9333,79.3833,79.21,59,100,13.87
513,Victor Harbor,AU,2022-08-10 21:58:10,-35.5667,138.6167,47.68,84,8,13.89
514,Batagay-Alyta,RU,2022-08-10 21:58:10,67.8006,130.4114,62.82,56,26,1.77
515,Lompoc,US,2022-08-10 21:58:11,34.6391,-120.4579,91.02,56,1,7.0
516,Emerald,AU,2022-08-10 21:58:11,-23.5333,148.1667,56.14,80,21,5.88
517,Ponnani,IN,2022-08-10 21:58:11,10.767,75.9252,76.32,90,91,7.61
518,Hambantota,LK,2022-08-10 21:54:27,6.1241,81.1185,77.34,100,20,9.22
519,Alekseyevka,RU,2022-08-10 21:58:12,50.6309,38.6903,73.51,49,100,9.1
520,Naze,JP,2022-08-10 21:58:12,28.3667,129.4833,76.12,76,100,1.92
521,Shingu,JP,2022-08-10 21:58:13,33.7333,135.9833,80.58,87,100,1.34
522,Zhanaozen,KZ,2022-08-10 21:58:13,43.3,52.8,81.75,24,0,9.13
523,Lorengau,PG,2022-08-10 21:58:14,-2.0226,147.2712,81.88,77,98,6.96
524,Mpongwe,ZM,2022-08-10 21:58:14,-13.5091,28.155,59.88,43,0,5.79
525,Itaqui,BR,2022-08-10 21:58:14,-29.1253,-56.5531,51.46,81,22,6.93
526,Kirakira,SB,2022-08-10 21:58:15,-10.4544,161.9205,80.78,82,39,9.01
527,Hay River,CA,2022-08-10 21:58:15,60.8156,-115.7999,80.92,31,73,13.31
528,Te Anau,NZ,2022-08-10 21:58:16,-45.4167,167.7167,36.5,86,29,0.89
529,Nkhotakota,MW,2022-08-10 21:58:16,-12.9274,34.2961,68.4,50,4,4.61
530,Itaguacu,BR,2022-08-10 21:58:16,-19.8019,-40.8556,76.66,45,82,4.68
531,Teya,RU,2022-08-10 21:58:17,60.3778,92.6267,53.85,98,14,3.09
532,Okahandja,NA,2022-08-10 21:58:17,-21.9833,16.9167,61.02,17,0,3.98
533,Roebourne,AU,2022-08-10 21:58:18,-20.7833,117.1333,59.29,32,0,13.82
534,Claudio,BR,2022-08-10 21:58:18,-20.4433,-44.7658,60.78,55,99,15.73
535,Kita,ML,2022-08-10 21:58:19,13.0349,-9.4895,75.09,95,100,2.21
536,Wellington,NZ,2022-08-10 21:57:52,-41.2866,174.7756,47.86,87,100,24.16
537,Caravelas,BR,2022-08-10 21:58:19,-17.7125,-39.2481,74.25,74,12,15.26
538,Hirara,JP,2022-08-10 21:58:20,24.8,125.2833,79.07,94,20,1.14
539,Kailua,US,2022-08-10 21:56:14,21.4022,-157.7394,87.03,69,0,12.66
540,Kundiawa,PG,2022-08-10 21:58:20,-6.0167,144.9667,62.55,87,100,1.59
541,Kruisfontein,ZA,2022-08-10 21:54:24,-34.0033,24.7314,50.88,86,99,4.59
542,Bayonet Point,US,2022-08-10 21:58:21,28.3267,-82.6834,94.23,65,99,1.01
543,Hongjiang,CN,2022-08-10 21:58:21,27.11,109.9956,76.44,85,72,1.52
544,Coihaique,CL,2022-08-10 21:58:22,-45.5752,-72.0662,48.15,66,75,6.91
545,Vitim,RU,2022-08-10 21:58:22,59.4511,112.5578,53.82,94,100,1.05
546,Chapeco,BR,2022-08-10 21:58:23,-27.0964,-52.6183,53.35,87,75,9.22
547,Yenagoa,NG,2022-08-10 21:58:23,4.9247,6.2642,74.26,94,100,4.0
548,Khromtau,KZ,2022-08-10 21:58:23,50.2503,58.4347,67.87,56,6,6.02
549,Esso,RU,2022-08-10 21:58:24,55.9333,158.7,55.4,85,95,4.09
550,Ndjole,GA,2022-08-10 21:58:24,-0.1783,10.7649,77.09,75,48,6.42
551,Cap Malheureux,MU,2022-08-10 21:58:25,-19.9842,57.6142,68.47,62,90,10.0
552,Khvatovka,RU,2022-08-10 21:58:25,52.3524,46.5628,68.22,68,82,6.49
553,Port Augusta,AU,2022-08-10 21:58:25,-32.5,137.7667,47.35,72,28,9.86
554,Vila Velha,BR,2022-08-10 21:58:26,-20.3297,-40.2925,76.95,75,0,13.8
555,Szentgotthard,HU,2022-08-10 21:58:26,46.9526,16.2736,67.03,48,54,7.27
556,Port Blair,IN,2022-08-10 21:58:27,11.6667,92.75,80.96,81,100,12.33
557,Comodoro Rivadavia,AR,2022-08-10 21:58:27,-45.8667,-67.5,58.86,38,0,11.5
558,Sinnamary,GF,2022-08-10 21:58:27,5.3833,-52.95,79.92,83,26,10.18
559,Geraldton,AU,2022-08-10 21:56:51,-28.7667,114.6,39.61,93,0,4.61
560,Telsiai,LT,2022-08-10 21:56:12,55.9814,22.2472,54.21,74,23,4.14
561,Filingue,NE,2022-08-10 21:58:28,14.3521,3.3168,91.02,43,9,8.19
562,Gamba,GA,2022-08-10 21:58:29,-2.65,10.0,69.4,93,17,5.55
563,Malakal,SS,2022-08-10 21:58:29,9.5334,31.6605,73.02,95,100,4.05
564,Odessa,UA,2022-08-10 21:58:29,46.4775,30.7326,69.98,64,97,22.35
565,Sawakin,SD,2022-08-10 21:58:30,19.1059,37.3321,92.41,53,82,6.71
566,Tsiroanomandidy,MG,2022-08-10 21:58:30,-18.7667,46.0333,55.56,69,0,4.09
567,Nova Olimpia,BR,2022-08-10 21:58:31,-14.7972,-57.2881,65.68,45,98,4.41
568,Hennenman,ZA,2022-08-10 21:58:31,-27.9765,27.0242,52.23,32,3,3.4
569,Meulaboh,ID,2022-08-10 21:58:31,4.1363,96.1285,75.96,88,75,3.69
570,Maneadero,MX,2022-08-10 21:58:32,31.7167,-116.5667,79.11,78,23,4.0
571,Anadyr,RU,2022-08-10 21:58:32,64.75,177.4833,64.9,68,0,11.18
572,Mitsamiouli,KM,2022-08-10 21:58:33,-11.3847,43.2844,75.38,73,2,5.66
573,Moose Factory,CA,2022-08-10 21:58:33,51.2585,-80.6094,57.7,89,78,10.92
574,Mehamn,NO,2022-08-10 21:58:34,71.0357,27.8492,57.11,94,75,5.75
575,Nanortalik,GL,2022-08-10 21:58:34,60.1432,-45.2371,44.26,91,94,5.03
576,Shu,KZ,2022-08-10 21:58:34,43.5983,73.7614,68.86,55,2,2.57
577,Macas,EC,2022-08-10 21:58:35,-2.3167,-78.1167,74.95,73,75,8.05
578,Banepa,NP,2022-08-10 21:58:35,27.6298,85.5214,70.12,94,75,3.44
579,Gore,NZ,2022-08-10 21:58:36,-46.1028,168.9436,38.19,89,44,2.91
580,Chimore,BO,2022-08-10 21:58:36,-16.9833,-65.1333,65.73,73,0,0.58
581,Camopi,GF,2022-08-10 21:58:37,3.1655,-52.3158,79.2,73,98,2.89
582,Jackson,US,2022-08-10 21:58:28,42.4165,-122.8345,87.15,33,1,5.99
583,Kyabe,TD,2022-08-10 21:58:37,9.4515,18.9449,72.7,92,100,2.01
584,Comarapa,BO,2022-08-10 21:58:38,-17.9,-64.4833,52.68,71,0,3.85
585,Taveta,KE,2022-08-10 21:58:38,-3.3963,37.6736,65.59,79,82,5.44
586,Bani,DO,2022-08-10 21:58:38,18.2833,-70.3333,89.04,59,36,15.08
587,Arroyo,ES,2022-08-10 21:58:39,41.6096,-4.7969,76.06,56,0,18.41
588,Paamiut,GL,2022-08-10 21:58:39,61.994,-49.6678,43.72,91,100,4.47
589,Presque Isle,US,2022-08-10 21:58:39,46.6811,-68.0159,69.3,70,100,3.71
590,Diffa,NE,2022-08-10 21:58:40,13.3154,12.6113,84.72,56,79,2.91
591,Nouadhibou,MR,2022-08-10 21:58:40,20.931,-17.0347,73.38,78,0,20.71
