City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Airai,TL,-8.9266,125.4092,72.64,50,42,2.82,scattered clouds
351,Omsukchan,RU,62.5333,155.8,53.62,81,100,6.71,overcast clouds
352,Yulara,AU,-25.2406,130.9889,57.99,32,99,4.81,overcast clouds
353,Khyriv,UA,49.5333,22.8524,53.64,91,33,1.83,scattered clouds
354,Mbanza-Ngungu,CD,-5.25,14.8667,67.77,72,10,9.28,clear sky
355,Tiznit,MA,29.5833,-9.5,69.6,52,0,1.54,clear sky
356,Preobrazheniye,RU,42.9019,133.9064,73.22,83,85,8.08,overcast clouds
357,Ahuimanu,US,21.4447,-157.8378,91.11,65,0,16.11,clear sky
358,Seoul,KR,37.5683,126.9778,76.6,88,100,3.44,mist
359,Ribnitz-Damgarten,DE,54.25,12.4667,63.1,80,6,4.72,clear sky
360,Oltedal,NO,58.831,6.0466,59.2,93,85,3.67,overcast clouds
361,Atambua,ID,-9.1061,124.8925,82.49,52,47,1.92,scattered clouds
362,Lata,PT,40.1629,-8.3327,60.96,96,1,1.43,clear sky
363,Luderitz,NA,-26.6481,15.1594,55.58,65,4,10.74,clear sky
364,Necochea,AR,-38.5473,-58.7368,42.91,85,0,10.27,clear sky
365,Price,US,39.5994,-110.8107,94.26,15,40,8.05,scattered clouds
366,Takoradi,GH,4.8845,-1.7554,72.54,92,10,8.5,clear sky
367,Huangnihe,CN,43.5583,128.0239,62.2,94,100,8.08,light rain
368,Tommot,RU,58.9564,126.2925,56.73,95,100,6.67,overcast clouds
369,Andenes,NO,69.3143,16.1194,53.92,82,100,34.52,overcast clouds
370,Beaverlodge,CA,55.2166,-119.4361,79.59,35,0,3.69,clear sky
371,Hofn,IS,64.2539,-15.2082,50.52,83,98,3.42,overcast clouds
372,Gateshead,GB,54.9333,-1.6667,62.19,81,0,0.0,clear sky
373,Vredendal,ZA,-31.6683,18.5012,52.52,91,100,0.83,overcast clouds
374,Fuxin,CN,42.0156,121.6589,81.39,60,6,2.28,clear sky
375,Bandarbeyla,SO,9.4942,50.8122,77.32,78,100,29.46,overcast clouds
376,Bloomingdale,US,27.8936,-82.2404,87.71,80,0,0.0,clear sky
377,Huilong,CN,31.8111,121.655,94.93,68,71,2.91,broken clouds
378,Geraldton,AU,-28.7667,114.6,52.21,87,0,4.61,clear sky
379,Homer,US,59.6425,-151.5483,63.77,71,20,5.75,few clouds
380,Harper,LR,4.375,-7.7169,74.01,81,86,6.8,overcast clouds
381,Salar,ES,37.1499,-4.0191,75.69,65,0,2.08,clear sky
382,Sorochinsk,RU,52.4338,53.1583,70.77,62,10,2.28,clear sky
383,Mustasaari,FI,63.1142,21.6822,61.9,94,0,11.5,clear sky
384,Muromtsevo,RU,56.3724,75.2418,65.57,88,73,8.57,broken clouds
385,Tsabong,BW,-26.0217,22.401,60.17,24,0,9.22,clear sky
386,Hambantota,LK,6.1241,81.1185,75.54,100,20,9.22,few clouds
387,Guerrero Negro,MX,27.9769,-114.0611,74.53,71,100,13.44,overcast clouds
388,Uyskoye,RU,54.3775,60.0047,64.31,78,3,3.65,clear sky
389,Vardo,NO,70.3705,31.1107,57.18,94,100,6.91,overcast clouds
390,Plyussa,RU,58.4308,29.3654,51.85,72,33,4.38,scattered clouds
391,Kjollefjord,NO,70.9457,27.3465,57.02,88,75,5.75,light rain
392,Barreirinhas,BR,-2.7469,-42.8264,76.3,85,33,5.59,scattered clouds
393,Lingao,CN,19.9103,109.6859,81.54,83,99,8.7,light rain
394,Vangaindrano,MG,-23.35,47.6,62.74,79,6,4.47,clear sky
395,Bijar,IR,35.8668,47.6051,65.97,59,0,4.61,clear sky
396,Garissa,KE,-0.4536,39.6401,71.1,86,94,14.67,overcast clouds
397,Scottsboro,US,34.6723,-86.0341,77.09,100,100,0.0,overcast clouds
398,Hamilton,US,39.1834,-84.5333,76.86,84,20,4.61,few clouds
399,Skjervoy,NO,70.0311,20.9714,57.2,80,100,48.07,light rain
400,Nitra,SK,48.3076,18.0845,59.14,62,0,5.41,clear sky
401,Klyuchevskiy,RU,53.5317,119.4519,63.77,66,100,5.17,light rain
402,Karratha,AU,-20.7377,116.8463,69.94,22,0,23.44,clear sky
403,Sept-Iles,CA,50.2001,-66.3821,60.06,92,5,1.99,clear sky
404,Ullapool,GB,57.8987,-5.1604,57.34,91,40,5.68,scattered clouds
405,Rexburg,US,43.826,-111.7897,87.78,29,0,3.44,clear sky
406,La Grande,US,45.3246,-118.0877,86.0,37,58,4.79,broken clouds
407,Sorland,NO,67.667,12.6934,53.46,84,31,34.58,scattered clouds
408,Gizo,SB,-8.103,156.8419,82.83,71,91,2.8,light rain
409,Havre-Saint-Pierre,CA,50.2334,-63.5986,58.3,86,0,7.4,clear sky
410,Istok,XK,42.7808,20.4875,59.4,74,70,4.85,broken clouds
411,Tabuk,PH,17.4189,121.4443,83.7,75,99,3.53,overcast clouds
412,Alice Springs,AU,-23.7,133.8833,58.55,63,100,5.75,overcast clouds
413,Acapulco,MX,16.8634,-99.8901,82.22,74,75,3.44,broken clouds
414,Boguchany,RU,58.3814,97.4531,62.2,84,41,4.29,scattered clouds
415,Mahajanga,MG,-15.7167,46.3167,66.22,59,20,9.22,few clouds
416,Northam,GB,51.0333,-4.2167,65.39,58,0,6.42,clear sky
417,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,54.82,76,93,2.48,overcast clouds
418,Nirgua,VE,10.1553,-68.5663,64.6,96,100,2.98,overcast clouds
419,Itoman,JP,26.1247,127.6694,90.37,76,20,6.91,haze
420,Junagarh,IN,19.8667,82.9333,78.19,85,100,8.81,overcast clouds
421,Yar-Sale,RU,66.8333,70.8333,54.63,62,28,8.12,scattered clouds
422,Sarangani,PH,5.4033,125.4636,82.56,72,9,0.89,clear sky
423,Bilma,NE,18.6853,12.9164,94.86,12,56,22.46,broken clouds
424,Flinders,AU,-34.5833,150.8552,62.06,67,100,7.0,overcast clouds
425,Antofagasta,CL,-23.65,-70.4,56.48,80,19,1.05,few clouds
426,Alugan,PH,12.2188,125.4808,82.33,79,14,4.72,few clouds
427,Tari,NG,12.4086,4.4914,78.53,78,47,7.74,scattered clouds
428,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,73,100,13.8,overcast clouds
429,Cayenne,GF,4.9333,-52.3333,82.09,1,48,8.05,scattered clouds
430,Narsaq,GL,60.9167,-46.05,46.62,88,100,7.49,overcast clouds
431,Adeje,ES,28.1227,-16.726,70.32,84,40,4.61,scattered clouds
432,Evanston,US,42.0411,-87.6901,79.97,65,0,3.38,clear sky
433,Tambovka,RU,50.0969,128.0489,60.3,86,100,6.06,overcast clouds
434,Leninskoye,KZ,41.7589,69.3864,71.89,31,0,4.05,clear sky
435,Port Blair,IN,11.6667,92.75,82.44,78,40,11.5,scattered clouds
436,Nanortalik,GL,60.1432,-45.2371,44.67,98,100,8.43,moderate rain
437,Pangkalanbuun,ID,-2.6833,111.6167,84.18,70,99,5.82,overcast clouds
438,Biak,ID,-0.9131,122.8766,80.96,76,52,6.35,broken clouds
439,Carroll,US,39.5501,-77.0164,74.71,85,0,5.01,clear sky
440,Leon,MX,21.1167,-101.6667,71.65,47,80,12.84,broken clouds
441,Broome,US,42.2506,-75.833,68.7,82,0,3.44,clear sky
442,Kaset Sombun,TH,16.2805,101.9542,81.59,78,97,5.86,overcast clouds
443,Lasa,IT,46.6166,10.7002,63.48,94,31,2.39,scattered clouds
444,Seguela,CI,7.9611,-6.6731,69.93,97,56,8.48,broken clouds
445,Masumbwe,TZ,-3.6333,32.1833,66.31,48,43,5.93,scattered clouds
446,Marsaxlokk,MT,35.8419,14.5431,79.41,73,20,3.44,few clouds
447,Buala,SB,-8.145,159.5921,84.78,69,89,8.12,overcast clouds
448,Dingle,PH,10.9995,122.6711,84.24,75,54,4.03,broken clouds
449,Berlevag,NO,70.8578,29.0864,57.2,88,100,8.05,overcast clouds
450,Surt,LY,31.2089,16.5887,79.34,65,0,2.44,clear sky
451,Riviere-Au-Renard,CA,48.9957,-64.3971,57.97,95,11,10.07,few clouds
452,Qinhuangdao,CN,39.9317,119.5883,80.51,65,0,12.01,clear sky
453,Krasnogorskiy,RU,54.6025,61.231,64.71,82,2,4.27,clear sky
454,Stromness,GB,58.965,-3.296,58.96,88,100,1.01,overcast clouds
455,Puerto El Triunfo,SV,13.2833,-88.55,77.11,91,100,8.57,light rain
456,Riyadh,SA,24.6877,46.7219,96.94,19,67,11.25,broken clouds
457,Atlantic City,US,39.3643,-74.4229,77.18,87,0,5.75,clear sky
458,Wattegama,LK,6.7989,81.4808,78.55,62,100,2.57,overcast clouds
459,Gaozhou,CN,21.9392,110.8461,77.61,93,100,9.53,overcast clouds
460,Dombarovskiy,RU,50.7587,59.5386,67.69,65,2,6.15,clear sky
461,Devils Lake,US,48.1128,-98.8651,69.94,65,0,5.75,clear sky
462,Sao Filipe,CV,14.8961,-24.4956,77.58,89,52,8.21,broken clouds
463,Kuliyapitiya,LK,7.4688,80.0401,80.28,85,100,5.82,overcast clouds
464,Marzuq,YE,14.4,46.4667,76.23,68,95,8.68,overcast clouds
465,Vestmanna,FO,62.1564,-7.1664,50.92,82,75,12.66,broken clouds
466,Ponta Delgada,PT,37.7333,-25.6667,73.51,73,40,6.91,scattered clouds
467,Waingapu,ID,-9.6567,120.2641,85.32,58,92,3.49,overcast clouds
468,Iqaluit,CA,63.7506,-68.5145,42.19,82,10,7.02,clear sky
469,Kulhudhuffushi,MV,6.6221,73.07,81.73,82,78,14.45,broken clouds
470,Sokolo,ML,14.7328,-6.1219,79.32,79,100,6.08,overcast clouds
471,Priyutnoye,RU,46.1011,43.5072,74.17,47,25,11.34,scattered clouds
472,Gusau,NG,12.1628,6.6614,75.24,86,96,8.12,overcast clouds
473,Gorzow Wielkopolski,PL,52.7368,15.2288,62.4,49,47,4.85,scattered clouds
474,Taoudenni,ML,22.6783,-3.9836,97.52,15,4,4.68,clear sky
475,Khrebtovaya,RU,56.7032,104.2494,59.29,77,100,4.16,overcast clouds
476,Portland,US,45.5234,-122.6762,78.17,56,20,5.99,few clouds
477,Meulaboh,ID,4.1363,96.1285,79.3,76,100,2.26,overcast clouds
478,Whyalla,AU,-33.0333,137.5833,60.69,39,0,26.46,clear sky
479,Porto Nacional,BR,-10.7081,-48.4172,77.0,35,0,1.57,clear sky
480,Ust-Kuyga,RU,70.0167,135.6,61.23,72,100,9.13,overcast clouds
481,Sioux Lookout,CA,50.1001,-91.917,56.37,67,0,4.05,clear sky
482,Sturgeon Bay,US,44.8342,-87.377,71.96,73,40,8.05,scattered clouds
483,Nouakchott,MR,18.0858,-15.9785,78.64,81,59,15.35,broken clouds
484,Gushikawa,JP,26.3544,127.8686,89.6,75,100,8.05,haze
485,Yumen,CN,40.2833,97.2,82.17,43,58,16.93,broken clouds
486,Ocos,GT,14.5094,-92.1933,78.98,82,100,8.59,overcast clouds
487,East Hemet,US,33.74,-116.9389,93.25,41,23,8.99,few clouds
488,Pentecoste,BR,-3.7928,-39.2703,70.48,88,96,2.44,overcast clouds
489,Atar,MR,20.5169,-13.0499,92.05,13,100,9.19,overcast clouds
490,Brainerd,US,46.358,-94.2008,75.22,43,0,5.75,clear sky
491,Plettenberg Bay,ZA,-34.0527,23.3716,55.74,88,100,2.93,overcast clouds
492,Edea,CM,3.8,10.1333,73.22,98,100,2.28,light rain
493,Amalapuram,IN,16.5833,82.0167,80.44,73,98,8.34,overcast clouds
494,Raudeberg,NO,61.9875,5.1352,56.07,96,100,25.41,light rain
495,Bukachacha,RU,52.9833,116.9167,65.1,56,99,4.47,overcast clouds
496,Mandera,KE,3.9366,41.867,75.74,70,99,16.31,overcast clouds
497,Wahiawa,US,21.5028,-158.0236,88.12,58,20,13.8,few clouds
498,Aksarka,RU,66.5606,67.7975,53.51,64,100,7.16,overcast clouds
499,Dali,CN,25.7,100.1833,73.44,61,16,2.3,few clouds
500,Bozdar,PK,27.1828,68.636,94.05,50,9,8.7,clear sky
501,Grootfontein,NA,-19.5667,18.1167,49.57,40,0,4.61,clear sky
502,Morondava,MG,-20.2833,44.2833,65.1,66,0,8.7,clear sky
503,Kinsale,IE,51.7075,-8.5306,63.77,67,20,5.75,few clouds
504,Boa Vista,BR,2.8197,-60.6733,82.38,69,40,3.44,scattered clouds
505,Mackenzie,CA,55.2999,-123.1698,81.16,36,0,4.61,clear sky
506,Nauta,PE,-4.5061,-73.5757,70.7,99,83,3.22,broken clouds
507,Hamina,FI,60.5697,27.1979,60.08,81,80,15.82,broken clouds
508,Monte Patria,CL,-30.6919,-70.9467,60.78,37,98,1.25,overcast clouds
509,Carmen,MX,18.6333,-91.8333,76.95,90,92,15.35,overcast clouds
510,Port Augusta,AU,-32.5,137.7667,62.51,30,0,24.81,clear sky
511,Isiro,CD,2.7739,27.616,67.05,98,100,0.43,overcast clouds
512,Trapani,IT,37.8333,12.6667,73.27,73,20,2.3,few clouds
513,Pafos,CY,34.7667,32.4167,78.58,73,75,2.3,broken clouds
514,Chanika,TZ,-5.4167,38.0167,63.73,88,100,5.88,overcast clouds
515,Tual,ID,-5.6667,132.75,79.92,81,27,14.83,scattered clouds
516,Kupang,ID,-10.1667,123.5833,86.58,66,20,14.97,few clouds
517,Tanout,NE,14.9709,8.8879,87.28,46,100,12.91,overcast clouds
518,Hualmay,PE,-11.0964,-77.6139,62.15,82,58,9.44,broken clouds
519,Stokmarknes,NO,68.5646,14.9108,55.38,76,100,23.02,overcast clouds
520,Porto Santo,PT,33.072,-16.3415,70.18,78,40,6.91,scattered clouds
521,Balakhta,RU,55.38,91.6,66.69,67,0,1.28,clear sky
522,Balabac,PH,7.9868,117.0645,85.06,71,77,6.62,broken clouds
523,Progreso,MX,21.2833,-89.6667,74.1,89,91,2.98,overcast clouds
524,Oulu,FI,65.0124,25.4682,61.21,83,0,6.91,clear sky
525,Vostok,RU,46.4856,135.8833,67.87,69,26,10.58,scattered clouds
526,Gold Coast,AU,-28.0,153.4333,71.91,71,100,10.36,overcast clouds
527,Shetpe,KZ,44.1667,52.1167,80.1,27,0,7.81,clear sky
528,Maningrida,AU,-12.0667,134.2667,84.29,52,1,11.79,clear sky
529,Ugoofaaru,MV,5.6667,73.0,81.91,80,67,13.35,broken clouds
530,Ginir,ET,7.1333,40.7,55.78,86,92,11.14,overcast clouds
531,Pahrump,US,36.2083,-115.9839,95.05,31,7,12.93,clear sky
532,Neuquen,AR,-38.9516,-68.0591,39.09,87,0,2.3,clear sky
533,Mandalgovi,MN,45.7625,106.2708,70.79,48,5,13.78,clear sky
534,Nago,JP,26.5881,127.9761,90.45,68,87,2.21,overcast clouds
535,Salalah,OM,17.0151,54.0924,77.09,100,100,5.75,overcast clouds
536,Warrington,GB,53.3925,-2.5802,65.95,79,10,3.44,clear sky
537,Tigil,RU,57.8,158.6667,61.02,81,100,3.36,overcast clouds
538,Havoysund,NO,70.9963,24.6622,53.83,95,100,9.51,light rain
539,Fallon,US,39.4735,-118.7774,91.92,28,75,9.22,thunderstorm
540,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.5,42,65,1.74,broken clouds
541,Vilhena,BR,-12.7406,-60.1458,59.56,66,4,3.15,clear sky
542,Svetlaya,RU,46.5389,138.3297,74.39,55,84,10.11,broken clouds
543,Opuwo,NA,-18.0607,13.84,62.26,23,0,4.52,clear sky
544,Prigorodka,RU,52.0447,39.7124,64.4,85,100,12.26,overcast clouds
545,Garbolovo,RU,60.3413,30.4955,58.17,80,100,6.11,overcast clouds
546,Erzurum,TR,40.0,41.5,60.48,78,0,4.18,clear sky
547,Lahaina,US,20.8783,-156.6825,89.6,77,82,15.52,broken clouds
548,Viedma,AR,-40.8135,-62.9967,53.65,53,100,17.6,overcast clouds
549,Harer,ET,9.3094,42.1258,57.24,82,100,10.45,overcast clouds
550,Xihua,CN,33.7833,114.5167,91.33,60,52,8.41,broken clouds
551,Ahipara,NZ,-35.1667,173.1667,57.42,69,69,9.6,broken clouds
552,Bubaque,GW,11.2833,-15.8333,80.76,85,98,11.39,light rain
553,Road Town,VG,18.4167,-64.6167,84.29,78,40,8.05,scattered clouds
554,Hyeres,FR,43.1167,6.1167,77.68,76,0,3.44,clear sky
555,Hirara,JP,24.8,125.2833,87.66,74,40,3.44,scattered clouds
556,Lavumisa,SZ,-27.31,31.892,60.01,88,2,2.44,clear sky
557,Buckeye,US,33.3703,-112.5838,96.98,42,22,6.73,few clouds
558,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,71,94,5.41,overcast clouds
559,Champerico,GT,14.3,-91.9167,80.08,78,100,6.96,overcast clouds
560,Palora,EC,-1.7,-77.9333,63.97,97,100,2.15,moderate rain
561,Ivanivka,UA,46.7208,34.553,74.75,38,82,9.89,broken clouds
562,Bongor,TD,10.2806,15.3722,72.46,93,98,6.08,overcast clouds
563,Colquechaca,BO,-18.6667,-66.0167,29.71,38,0,1.16,clear sky
564,Shahr-E Babak,IR,30.1165,55.1186,76.87,29,32,11.25,scattered clouds
565,Porto Belo,BR,-27.1578,-48.5531,60.26,85,45,13.44,scattered clouds
566,Leshukonskoye,RU,64.8989,45.7622,53.53,75,47,5.17,scattered clouds
567,Elizabeth City,US,36.2946,-76.2511,80.62,79,100,14.97,light rain
568,Waipawa,NZ,-41.4122,175.5153,44.53,73,89,8.86,overcast clouds
569,Novyye Burasy,RU,52.1324,46.0714,66.69,75,61,7.78,broken clouds
570,Andalan,PH,5.9594,121.3903,83.28,69,78,1.03,broken clouds
571,Bumbuna,SL,9.05,-11.7333,72.57,100,100,2.89,moderate rain
572,Stornoway,GB,58.2093,-6.3865,57.16,93,100,14.97,overcast clouds
573,Irbeyskoye,RU,55.6428,95.4522,66.31,66,0,6.13,clear sky
574,Chincha Alta,PE,-13.4099,-76.1323,59.59,81,11,1.03,few clouds
575,Novo Aripuana,BR,-5.1206,-60.3797,76.39,75,54,2.28,broken clouds
576,Shar,KZ,49.5886,81.0453,73.06,52,61,10.09,broken clouds
577,Gusinoye Ozero,RU,51.1144,106.2614,68.63,50,0,3.33,clear sky
578,Saint-Pierre,RE,-21.3393,55.4781,65.91,77,40,14.97,scattered clouds
579,Wadi Maliz,TN,36.4681,8.5495,71.26,66,0,0.94,clear sky
580,Arys,KZ,42.4252,68.795,71.35,34,0,4.41,clear sky
581,Qurayyat,SA,31.3318,37.3428,73.58,68,0,11.5,clear sky
582,Honiara,SB,-9.4333,159.95,84.83,70,46,6.38,scattered clouds
583,The Pas,CA,53.8251,-101.2541,58.15,67,0,6.98,clear sky
584,Touros,BR,-5.1989,-35.4608,72.99,89,12,9.51,few clouds
585,Talas,TR,38.6908,35.5538,61.47,77,0,3.44,clear sky
586,Babu,CN,24.4167,111.5167,84.04,75,91,6.42,overcast clouds
587,Zhangjiakou,CN,40.81,114.8794,77.68,59,0,3.58,clear sky
588,Rurrenabaque,BO,-14.4413,-67.5278,61.25,73,0,1.16,clear sky
589,Palana,RU,59.1167,159.9667,51.8,93,100,7.58,light rain
590,Oktyabrskiy,RU,54.4815,53.471,65.19,88,99,1.14,overcast clouds
591,Chardara,KZ,41.2547,67.9692,71.87,43,0,8.05,clear sky
592,Risod,IN,19.9667,76.7833,72.82,90,100,15.82,overcast clouds
593,Nexo,DK,55.0607,15.1306,55.49,68,6,5.01,clear sky
594,Marchena,ES,37.329,-5.4168,70.56,77,0,4.79,clear sky
595,Kaputa,ZM,-8.4689,29.6619,66.29,48,0,5.32,clear sky
596,Savonlinna,FI,61.8699,28.88,60.85,77,0,9.22,clear sky
597,Centralia,US,46.7162,-122.9543,69.82,79,100,3.44,overcast clouds
598,Adrar,MR,20.5022,-10.0711,91.63,31,64,9.62,broken clouds
599,Puerto Madryn,AR,-42.7692,-65.0385,51.4,51,47,7.02,scattered clouds
600,Saint-Francois,FR,46.4154,3.9054,58.44,72,0,1.14,clear sky
601,Bardiyah,LY,31.7561,25.0865,76.57,77,0,12.64,clear sky
602,Bulgan,MN,48.8125,103.5347,63.23,67,99,1.07,overcast clouds
603,Ambulu,ID,-8.345,113.6058,82.24,72,36,2.62,scattered clouds
604,Hohhot,CN,40.8106,111.6522,73.69,78,0,2.24,clear sky
605,Virpur,IN,23.1833,73.4833,77.92,94,100,8.52,overcast clouds
606,Kenora,CA,49.8167,-94.4337,62.78,72,4,8.01,clear sky
607,Cerrito,CO,6.8432,-72.694,54.64,93,100,1.72,overcast clouds
608,Ondjiva,AO,-17.0667,15.7333,56.64,26,0,4.41,clear sky
609,Iguape,BR,-24.7081,-47.5553,60.03,88,100,16.62,overcast clouds
610,Laela,TZ,-8.5667,32.05,54.05,60,0,3.2,clear sky
611,Lichinga,MZ,-13.3128,35.2406,62.69,59,75,6.91,broken clouds
612,Port Shepstone,ZA,-30.7414,30.455,64.09,84,64,5.14,broken clouds
613,Esmeraldas,BR,-19.7625,-44.3139,63.64,55,100,11.45,overcast clouds
614,Kutoarjo,ID,-7.7169,109.9128,82.09,76,60,4.41,broken clouds
615,Flic En Flac,MU,-20.2742,57.3631,67.51,66,49,16.4,scattered clouds
616,Bone,DE,51.9669,12.1396,64.29,62,2,4.23,clear sky
617,Jishu,CN,44.3167,126.8,68.09,90,88,10.69,overcast clouds
618,Kirksville,US,40.1948,-92.5833,76.82,76,0,3.44,clear sky
619,Faya,SA,18.3851,42.4509,66.31,85,82,6.49,broken clouds
620,Port-Cartier,CA,50.0334,-66.8654,59.76,92,6,3.42,clear sky
621,Hami,CN,42.8,93.45,92.79,16,98,10.69,overcast clouds
622,Nome,US,64.5011,-165.4064,52.16,82,100,8.05,overcast clouds
623,Genhe,CN,50.7833,121.5167,58.28,75,91,6.15,overcast clouds
624,Krasnoselkup,RU,65.7,82.4667,53.96,65,100,7.85,overcast clouds
625,Odweyne,SO,9.4092,45.064,70.18,63,70,20.8,broken clouds
626,Hilton Head Island,US,32.2163,-80.7526,84.25,75,0,9.22,clear sky
627,Talakan,RU,50.3167,130.3667,59.05,88,99,3.74,overcast clouds
628,Ojinaga,MX,29.5667,-104.4167,96.42,34,40,12.66,scattered clouds
629,Okhotsk,RU,59.3833,143.3,59.14,87,100,8.9,overcast clouds
630,Severo-Yeniseyskiy,RU,60.3725,93.0408,57.6,76,41,6.4,scattered clouds
631,Saint-Joseph,RE,-21.3667,55.6167,62.98,77,43,14.9,light rain
632,Padang,ID,-0.9492,100.3543,77.05,68,90,0.65,overcast clouds
633,Jennings,US,38.7192,-90.2604,76.89,67,0,5.75,clear sky
634,Buta,CD,2.7858,24.73,71.46,91,100,2.64,overcast clouds
635,Tomohon,ID,1.3346,124.8392,79.74,57,20,1.34,few clouds
636,Artigas,UY,-30.4,-56.4667,45.52,89,27,6.98,scattered clouds
637,Tazovskiy,RU,67.4667,78.7,47.61,90,100,8.99,overcast clouds
638,Darnah,LY,32.767,22.6367,79.32,76,0,17.74,clear sky
639,Bembereke,BJ,10.2283,2.6634,70.43,96,71,5.03,broken clouds
640,Machali,CL,-34.1833,-70.6667,50.92,56,4,2.42,clear sky
641,Coquimbo,CL,-29.9533,-71.3436,51.53,100,0,2.3,clear sky
642,Ekibastuz,KZ,51.6667,75.3667,63.46,83,100,4.21,overcast clouds
643,Santa Cruz,BO,-17.8,-63.1667,53.06,76,0,3.44,clear sky
644,Koulamoutou,GA,-1.1303,12.4736,70.81,88,17,2.82,few clouds
645,Joura,IN,26.3411,77.8115,82.17,73,100,14.74,overcast clouds
646,Mahibadhoo,MV,3.7833,72.9667,81.25,79,26,8.12,heavy intensity rain
647,Grand-Lahou,CI,5.1367,-5.0242,74.39,87,97,8.59,overcast clouds
648,Prince Albert,CA,53.2001,-105.7677,67.73,63,100,8.93,overcast clouds
649,Eenhana,NA,-17.4667,16.3333,55.65,23,0,4.29,clear sky
650,Masuda,JP,34.6667,131.85,88.07,70,75,9.22,broken clouds
651,Haines Junction,CA,60.7522,-137.5108,48.34,88,100,2.68,overcast clouds
652,Talikota,IN,16.4833,76.3167,73.67,83,100,21.05,overcast clouds
653,Weinan,CN,34.5036,109.5089,87.48,57,15,5.08,few clouds
654,Palafrugell,ES,41.9174,3.1631,77.36,55,38,4.38,scattered clouds
655,Pangoa,PE,-12.1167,-73.0,63.7,94,84,1.57,broken clouds
656,Oyem,GA,1.5995,11.5793,66.9,99,82,3.11,broken clouds
657,Birin,NP,26.8865,88.0718,68.27,82,16,5.99,few clouds
658,Praya,CV,14.9215,-23.5087,79.34,78,20,10.36,few clouds
659,Cozumel,MX,20.5083,-86.9458,73.47,94,100,0.0,overcast clouds
660,Tura,IN,25.5198,90.2201,79.97,76,0,6.82,clear sky
661,Fez,MA,34.0372,-4.9998,73.65,64,0,1.14,clear sky
662,Abu Dhabi,AE,24.4667,54.3667,91.42,80,94,3.44,overcast clouds
663,The Valley,AI,18.217,-63.0578,82.81,80,11,17.05,few clouds
664,Mount Isa,AU,-20.7333,139.5,74.97,23,13,9.22,few clouds
665,Ayr,GB,55.4627,-4.6339,55.31,87,0,3.44,clear sky
666,Alto Araguaia,BR,-17.3147,-53.2153,53.31,49,100,4.38,overcast clouds
667,Ingham,US,42.6,-84.3833,74.82,74,0,3.44,clear sky
668,Koygorodok,RU,60.445,50.9968,52.14,97,100,7.29,overcast clouds
669,Aswan,EG,24.0934,32.907,92.5,24,0,8.05,clear sky
670,Petrinja,HR,45.4375,16.29,65.12,57,13,2.73,few clouds
671,Kotka,FI,60.4664,26.9458,60.06,80,90,17.49,overcast clouds
672,Kuah,MY,6.3265,99.8432,82.38,83,20,2.3,few clouds
673,Rio Claro,BR,-22.4114,-47.5614,54.3,67,91,11.32,overcast clouds
674,Lalganj,IN,25.8667,85.1833,82.35,71,41,19.42,scattered clouds
675,Hope,US,33.6671,-93.5916,77.07,86,47,4.85,scattered clouds
676,Vung Tau,VN,10.346,107.0843,80.4,80,100,15.7,overcast clouds
677,Trelew,AR,-43.249,-65.3051,49.05,54,54,8.01,broken clouds
678,Ardahan,TR,41.1087,42.7022,51.28,91,0,3.15,clear sky
679,Kutum,SD,14.2,24.6667,71.11,79,96,6.76,overcast clouds
680,Kasempa,ZM,-13.4584,25.8338,54.86,45,0,4.36,clear sky
681,Elk Point,US,42.6833,-96.6836,87.64,35,17,9.15,few clouds
682,San Quintin,MX,30.4833,-115.95,74.12,75,99,8.55,overcast clouds
683,Chitrakonda,IN,18.1167,82.0833,75.09,88,99,7.27,overcast clouds
684,Savannakhet,LA,16.566,104.751,80.62,83,75,4.61,mist
685,Rocha,UY,-34.4833,-54.3333,43.88,93,100,4.27,overcast clouds
686,Ixtapa,MX,20.7,-105.2,82.22,78,100,3.44,overcast clouds
687,Banjar,ID,-8.19,114.9675,85.59,66,86,1.97,overcast clouds
688,Grand Gaube,MU,-20.0064,57.6608,67.37,66,93,7.0,overcast clouds
689,Huanren,CN,41.2647,125.3667,79.77,48,7,4.47,clear sky
690,Belfast,GB,54.5833,-5.9333,57.02,82,0,2.3,clear sky
691,Urbano Santos,BR,-3.2078,-43.4036,73.0,94,43,4.09,scattered clouds
692,Iquitos,PE,-3.7481,-73.2472,75.24,100,75,2.3,broken clouds
693,Vozhega,RU,60.4725,40.2213,49.24,86,95,4.43,overcast clouds
